id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1354651310918873091	1354651310918873091	2021-01-28 11:43:35 WIB	2021-01-28	11:43:35	+0700	4870312221	cctv_nigeria	CCTV Camera Nigeria		Sky vision 2MP Turbo HD CCTV • Indoor 3.6 - 6mm lens • HD video output • HD AHD video technology • EXIR performance • IP66 weatherproof PRICE - 12,000NGN #UltimateLoveNG #UFC257 #UndercoverBillionaire #Uniswap #UCL #UgandaDecide2021 #UninstallWhatsapp #Upstead #USCapitol #u  https://t.co/07k3lQxh5Z	en	[]	[]	['https://pbs.twimg.com/media/EsywL2yXEAoqT7G.jpg']	0	4	3	['ultimateloveng', 'ufc257', 'undercoverbillionaire', 'uniswap', 'ucl', 'ugandadecide2021', 'uninstallwhatsapp', 'upstead', 'uscapitol', 'u']	[]	https://twitter.com/cctv_nigeria/status/1354651310918873091	False		1	https://pbs.twimg.com/media/EsywL2yXEAoqT7G.jpg							[]				
1354622681438703623	1354622681438703623	2021-01-28 09:49:49 WIB	2021-01-28	09:49:49	+0700	1062796520897044481	guerra_vip	Felipe guerra Escort vip		DE ESTO ME VOY HACER SEXO EN HOTEL,PERO #UninstallWhatsapp	es	[]	[]	[]	0	0	0	['uninstallwhatsapp']	[]	https://twitter.com/guerra_vip/status/1354622681438703623	False	https://twitter.com/SFennic/status/1354421213209083906	0								[]				
1354471824512282629	1354471824512282629	2021-01-27 23:50:22 WIB	2021-01-27	23:50:22	+0700	447808878	rahuljain_v3	Rahul Jain		Texted a friend about buying a sofa on @WhatsApp Immediately got a push notification from @Flipkart recommending sofa #PrivacyAware #WhatsApp #WhatsappPrivacy #UninstallWhatsapp	en	[{'screen_name': 'whatsapp', 'name': 'whatsapp', 'id': '40148479'}, {'screen_name': 'flipkart', 'name': 'flipkart', 'id': '57947109'}]	[]	[]	0	1	0	['privacyaware', 'whatsapp', 'whatsappprivacy', 'uninstallwhatsapp']	[]	https://twitter.com/rahuljain_v3/status/1354471824512282629	False		0								[]				
1354462417816678402	1354462057597259780	2021-01-27 23:12:59 WIB	2021-01-27	23:12:59	+0700	204164790	singgih_jaya	SJRamadhan		@HazelnuttChae #UninstallWhatsapp 😅	und	[]	[]	[]	1	0	0	['uninstallwhatsapp']	[]	https://twitter.com/Singgih_Jaya/status/1354462417816678402	False		0								[{'screen_name': 'HazelnuttChae', 'name': 'chal kinda ia', 'id': '1175336209846980608'}]				
1354448135230119937	1354437095935397892	2021-01-27 22:16:14 WIB	2021-01-27	22:16:14	+0700	1035742538802458624	solikin_cak	Cak Solikin		@MarksAngry Do you understand ?  #UninstallWhatsapp  #UninstallFacebook #InstallTelegram  https://t.co/XhAIgCI8aH	en	[]	[]	['https://pbs.twimg.com/media/Esv3ZoLU0AMmg94.jpg']	0	0	1	['uninstallwhatsapp', 'uninstallfacebook', 'installtelegram']	[]	https://twitter.com/solikin_cak/status/1354448135230119937	False		1	https://pbs.twimg.com/media/Esv3ZoLU0AMmg94.jpg							[{'screen_name': 'MarksAngry', 'name': 'Marks Angry Review', 'id': '1091119557824131072'}]				
1354441984362987522	1354441984362987522	2021-01-27 21:51:48 WIB	2021-01-27	21:51:48	+0700	1352521021513818118	tb07entertaimen	TB07 entertaiment		Coba gurunya berkumis... pasti takut masuk ruangannya..  #kamubisatau #UninstallWhatsapp #MEMEKBASAH #memeindonesia #memestocks  https://t.co/wpEoYh7kQn	in	[]	[]	['https://pbs.twimg.com/media/EsvxxXfU0Akox0B.jpg']	0	0	0	['kamubisatau', 'uninstallwhatsapp', 'memekbasah', 'memeindonesia', 'memestocks']	[]	https://twitter.com/TB07entertaimen/status/1354441984362987522	False		1	https://pbs.twimg.com/media/EsvxxXfU0Akox0B.jpg							[]				
1354419622724816897	1354419622724816897	2021-01-27 20:22:56 WIB	2021-01-27	20:22:56	+0700	1148877892035629056	atha020618	Athalladea👩🏼‍💼		Eh hampir 2 minggu aja kaga ngetwit apa2 wkkwkwk Cuma jd viewers twit org beberapa hr ini krn males cuaca dan badnews akhir2 ini bikin sad aja dah 🥺😭 #merapi #UninstallWhatsapp #Kembalikanacaramusiklokal #	in	[]	[]	[]	0	0	1	['merapi', 'uninstallwhatsapp', 'kembalikanacaramusiklokal']	[]	https://twitter.com/atha020618/status/1354419622724816897	False		0								[]				
1354382803836743680	1354382803836743680	2021-01-27 17:56:38 WIB	2021-01-27	17:56:38	+0700	575677618	librayono	T.Yono 		If they can post on WhatsApp l, what’s stopping them from monitoring your messages... #UninstallWhatsapp #WhatsAppPrivacyPolicy	en	[]	[]	[]	0	0	0	['uninstallwhatsapp', 'whatsappprivacypolicy']	[]	https://twitter.com/LibraYono/status/1354382803836743680	False		0								[]				
1354372410233868292	1354372410233868292	2021-01-27 17:15:20 WIB	2021-01-27	17:15:20	+0700	1351533007581057026	petrukgareng20	Petrukgareng		Wes ninggalke kok jaluk no di save... Mikir atuw ning... . . . Mantanmu kayak gini gak gaes.. #mantan #mantangakpeka #ikatancinta Dukung Vaksin Save NKRI  #UninstallWhatsapp  https://t.co/cX61z25GHT	in	[]	[]	['https://pbs.twimg.com/media/Esuyhd1VEAISFGe.jpg']	0	0	0	['mantan', 'mantangakpeka', 'ikatancinta', 'uninstallwhatsapp']	[]	https://twitter.com/Petrukgareng20/status/1354372410233868292	False		1	https://pbs.twimg.com/media/Esuyhd1VEAISFGe.jpg							[]				
1354365177328672777	1354303708213907458	2021-01-27 16:46:35 WIB	2021-01-27	16:46:35	+0700	1331080848297193478	_gtau	kiky🐬		@fikridwikiii #UninstallWhatsapp kak	und	[]	[]	[]	0	0	0	['uninstallwhatsapp']	[]	https://twitter.com/_gtau/status/1354365177328672777	False		0								[{'screen_name': 'fikridwikiii', 'name': '𝖋𝖎𝖐𝖗𝖎𝖚𝖐 ._.', 'id': '1294218414110646272'}]				
1354364623638691841	1354364623638691841	2021-01-27 16:44:23 WIB	2021-01-27	16:44:23	+0700	900328580219097089	ista_10	Son Goku		Has anyone seen this on their WhatsApp?? I didn’t even update WhatsApp and this popped up #UninstallWhatsapp  https://t.co/a53VFnFzam	en	[]	[]	['https://pbs.twimg.com/media/EsurcY5XYAE0g9J.jpg']	1	0	1	['uninstallwhatsapp']	[]	https://twitter.com/Ista_10/status/1354364623638691841	False		1	https://pbs.twimg.com/media/EsurcY5XYAE0g9J.jpg							[]				
1354323410638295044	1354323410638295044	2021-01-27 14:00:37 WIB	2021-01-27	14:00:37	+0700	1344507425206972416	reaganmorgan69	reagan morgan		Facebook is tracking all other activity when you offline.  Here is how to switch it off Be warned  #WhatsApp #LandIsOurDignity  #Somizi #Telegram  #UninstallWhatsapp  #DrDhlaminiMelusiMustFall  #FetchYourBody2021  https://t.co/zem5quCBRO	en	[]	[]	[]	1	2	1	['whatsapp', 'landisourdignity', 'somizi', 'telegram', 'uninstallwhatsapp', 'drdhlaminimelusimustfall', 'fetchyourbody2021']	[]	https://twitter.com/ReaganMorgan69/status/1354323410638295044	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1354322764203778048/pu/img/s28E6V4H1CvIGtmg.jpg							[]				
1354309465525383168	1354309465525383168	2021-01-27 13:05:13 WIB	2021-01-27	13:05:13	+0700	1561128913	wisemanremaliah	Wiseman Remaliah		This is infringing privacy. @WhatsApp this @wa_status is not fair at all. Who told you am intrest in you sharing your statues.  Cc: @SenateDems and  @JoeBiden Kindly may you enact laws to protect digital privacy.  @Snowden @EFF @signalapp #UninstallWhatsapp #InstallSignal  https://t.co/QXHCjUluzB	en	[{'screen_name': 'whatsapp', 'name': 'whatsapp', 'id': '40148479'}, {'screen_name': 'wa_status', 'name': 'whatsapp status', 'id': '114894699'}, {'screen_name': 'senatedems', 'name': 'senate democrats', 'id': '73238146'}, {'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}, {'screen_name': 'snowden', 'name': 'edward snowden', 'id': '2916305152'}, {'screen_name': 'eff', 'name': 'eff', 'id': '4816'}, {'screen_name': 'signalapp', 'name': 'signal', 'id': '142415193'}]	[]	['https://pbs.twimg.com/media/Est5Q4bXYAAyO3T.jpg']	1	0	0	['uninstallwhatsapp', 'installsignal']	[]	https://twitter.com/WisemanRemaliah/status/1354309465525383168	False		1	https://pbs.twimg.com/media/Est5Q4bXYAAyO3T.jpg							[]				
1354303742061932549	1354303742061932549	2021-01-27 12:42:28 WIB	2021-01-27	12:42:28	+0700	782264911997046784	bichi_basheer	Basheer		This WhatsApp is turning to another thing again, 😂😂😂 Mark decided to start adding status  #WhatsappPrivacy #DeleteFacebook #UninstallWhatsapp  Wallahi Very soon I'm leaving this WhatsApp for una  https://t.co/GS6NsuGhjP	en	[]	[]	['https://pbs.twimg.com/media/Est0EizU0Ag6bNY.jpg']	1	0	3	['whatsappprivacy', 'deletefacebook', 'uninstallwhatsapp']	[]	https://twitter.com/Bichi_Basheer/status/1354303742061932549	False		1	https://pbs.twimg.com/media/Est0EizU0Ag6bNY.jpg							[]				
1354295716563324928	1354295716563324928	2021-01-27 12:10:35 WIB	2021-01-27	12:10:35	+0700	1213967551195013120	brian02163188	Brian B.		I'm off for the night I dropped over 90 tweets that is record for me Take care everyone Their is some hashtags for you to follow #WearAMask #ConvictAndDisqualifyTrump #JusticeForJohnnyDepp #HarrietTubman #KobeBryant #XiaoZhan #WeRemember #UninstallWhatsapp	en	[]	[]	[]	0	0	2	['wearamask', 'convictanddisqualifytrump', 'justiceforjohnnydepp', 'harriettubman', 'kobebryant', 'xiaozhan', 'weremember', 'uninstallwhatsapp']	[]	https://twitter.com/Brian02163188/status/1354295716563324928	False		0								[]				
1354294000174305280	1354293993354399746	2021-01-27 12:03:45 WIB	2021-01-27	12:03:45	+0700	1215478859279167489	sandeep88083516	Sandeep Kulkarni		You can See the number of time attempted to get the OTP verification... Someone is hacking my @WhatsApp account,   @WhatsApp Is this your new privacy update? for the first time I am feeling unsafe, Please can look into this issue...asap. Or Hole @India will #UninstallWhatsapp  https://t.co/eg2s10yDOt	en	[{'screen_name': 'whatsapp', 'name': 'whatsapp', 'id': '40148479'}, {'screen_name': 'whatsapp', 'name': 'whatsapp', 'id': '40148479'}, {'screen_name': 'india', 'name': 'bee.com', 'id': '1276481'}]	[]	['https://pbs.twimg.com/media/EstrNxxUUAIXVi9.jpg']	1	1	1	['uninstallwhatsapp']	[]	https://twitter.com/Sandeep88083516/status/1354294000174305280	False		1	https://pbs.twimg.com/media/EstrNxxUUAIXVi9.jpg							[]				
1354273220795494400	1354273220795494400	2021-01-27 10:41:11 WIB	2021-01-27	10:41:11	+0700	81361829	aliefnk	ALief Nartama Kurniawan 👽🇮🇩		Nah gini kan adem. Lukaku 😘 Zlatan Ibra. 💕  *gambar nemu di laman pesbuk, iya pesbuk, pesbuk emaknya #UninstallWhatsapp itu. Xixixi. 🤭  https://t.co/YAvGiuOJs7	in	[]	[]	['https://pbs.twimg.com/media/EstYUNNW8AIbIoI.jpg']	0	0	1	['uninstallwhatsapp']	[]	https://twitter.com/aliefnk/status/1354273220795494400	False		1	https://pbs.twimg.com/media/EstYUNNW8AIbIoI.jpg							[]				
1354253346824138755	1354253346824138755	2021-01-27 09:22:13 WIB	2021-01-27	09:22:13	+0700	1274922935090688001	charles29905780	Charles Emanuel		#UninstallWhatsapp sempat jadi trending. Apakah anda ikut serta?  https://t.co/VRWfnZLSIg	in	[]	['https://www.kompasiana.com/charlesemanueldm/600011688ede4831e03a8eb2/whatsapp-oh-whatsapp']	[]	0	0	1	['uninstallwhatsapp']	[]	https://twitter.com/Charles29905780/status/1354253346824138755	False		0								[]				
1354251677285552130	1354251677285552130	2021-01-27 09:15:35 WIB	2021-01-27	09:15:35	+0700	1332121819789201409	trinitiesist	α.✟.Ω		"Di  https://t.co/qOL3R7gwi8 shit, fuck, bitch, damn kata yg berseliweran 😁. Skrg sangat smooth, makin betah. Sebelum #UninstallWhatsapp ato yg lain lakukan ini 👇. ""Download all of your data and delete these apps from your life""."	in	[]	['http://gab.com']	[]	0	0	5	['uninstallwhatsapp']	[]	https://twitter.com/Trinitiesist/status/1354251677285552130	False		0								[]				
1354232821687046144	1354232821687046144	2021-01-27 08:00:39 WIB	2021-01-27	08:00:39	+0700	1156645668435267584	theelanmorrison	Elan Morrison		On today's #podcast we discuss how @Twitter time and time again proves how much the suck. This time they've banned the creator of @MyPillowUSA, Mike Lindell. SUBSCRIBE  #patheads #conservative #EasyListening #entertainme #UninstallWhatsapp #usesignal    https://t.co/x1XkfkZsoX	en	[{'screen_name': 'twitter', 'name': 'twitter', 'id': '783214'}, {'screen_name': 'mypillowusa', 'name': 'mypillow', 'id': '313591533'}]	['https://www.podbean.com/media/share/pb-y66vi-f8bcfd']	[]	0	0	1	['podcast', 'patheads', 'conservative', 'easylistening', 'entertainme', 'uninstallwhatsapp', 'usesignal']	[]	https://twitter.com/TheElanMorrison/status/1354232821687046144	False		0								[]				
1354225414806364160	1354225414806364160	2021-01-27 07:31:13 WIB	2021-01-27	07:31:13	+0700	1198052314629562368	_____annajwa_	sayanggg		Ga ada yang perlu disesali tentang perkenalan kita yang tak berkelanjutan.  Lebih baik enggak sama sekali, dari pada lanjut dengan tersakiti di kemudian hari.   #UninstallWhatsapp	in	[]	[]	[]	0	0	0	['uninstallwhatsapp']	[]	https://twitter.com/_____annajwa_/status/1354225414806364160	False		0								[]				
1354221034350628864	1354221034350628864	2021-01-27 07:13:49 WIB	2021-01-27	07:13:49	+0700	1175331021262213120	maureennn_31	Maureeennnnnnnn		ada yang ngerti/tau ga kamera whatsapp gue kenapa begini🙃 udh dr kmrn sore🙏🏻 #whatsapp #UninstallWhatsapp  #WhatsappPrivacy  https://t.co/Xf5EGSoL9T	in	[]	[]	['https://pbs.twimg.com/media/Esso2pGVcAcO2DC.jpg']	1	0	0	['whatsapp', 'uninstallwhatsapp', 'whatsappprivacy']	[]	https://twitter.com/Maureennn_31/status/1354221034350628864	False		1	https://pbs.twimg.com/media/Esso2pGVcAcO2DC.jpg							[]				
1354212103058501635	1354212103058501635	2021-01-27 06:38:20 WIB	2021-01-27	06:38:20	+0700	1059111203841155072	iamkingchudy1	The Real King		How To Protect Your Privacy On Telegram, WhatsApp Or Signal  (by: @naijacampusblog)  https://t.co/ZcscwS4hS1 #Telegram #WhatsApp  #privacy #SignalApp #Linux #WhatsAppPrivacyPolicy #cryptocurrency #Facebook #UninstallWhatsapp #MicrosoftTeams #AppleTV #AppleMusic #Apple #BSC	en	[]	['https://www.naijacampusblog.com/2021/01/how-to-protect-your-privacy-on-telegram.html']	[]	0	2	0	['telegram', 'whatsapp', 'privacy', 'signalapp', 'linux', 'whatsappprivacypolicy', 'cryptocurrency', 'facebook', 'uninstallwhatsapp', 'microsoftteams', 'appletv', 'applemusic', 'apple', 'bsc']	[]	https://twitter.com/iamkingchudy1/status/1354212103058501635	False		0								[]				
1354192323295367168	1354192323295367168	2021-01-27 05:19:44 WIB	2021-01-27	05:19:44	+0700	1313489479513055232	ruang_rakyat	Rakyat Bodoh		Jangan sok deh jadi fuck boy kalo duit masih minta sama orang tua   #UninstallWhatsapp  #HaninDhiya  #OrenLagiOrenLagi	in	[]	[]	[]	0	1	1	['uninstallwhatsapp', 'hanindhiya', 'orenlagiorenlagi']	[]	https://twitter.com/Ruang_Rakyat/status/1354192323295367168	False		0								[]				
1354185924754632706	1354185924754632706	2021-01-27 04:54:18 WIB	2021-01-27	04:54:18	+0700	1014508884013150208	rf71_story	Ryan Ferdiansyah		Malaysia mau ketinggalan !   https://t.co/WbI2MuZOaT  #UninstallWhatsapp #indonesiaviral #indonesiacantik #beritaViral #Viral #BeritaTerkini #BeritaJakarta #beritalokal #BeritaNasional	in	[]	['http://micronews1.blogspot.com/2021/01/produk-ri-bikin-khawatir-malaysia-2021.html']	[]	0	0	1	['uninstallwhatsapp', 'indonesiaviral', 'indonesiacantik', 'beritaviral', 'viral', 'beritaterkini', 'beritajakarta', 'beritalokal', 'beritanasional']	[]	https://twitter.com/RF71_Story/status/1354185924754632706	False		0								[]				
1354183167867985923	1354183167867985923	2021-01-27 04:43:21 WIB	2021-01-27	04:43:21	+0700	1014508884013150208	rf71_story	Ryan Ferdiansyah		Hayoloh !!!!  #IndonesiaRaya #Viral #UninstallWhatsapp #Twitter #beritaViral #BeritaTerkini #BeritaJakarta  https://t.co/gSZagK0huA	in	[]	['http://micronews1.blogspot.com/2021/01/akhirnya-terjawab-juga-denny-siregar.html']	[]	0	0	0	['indonesiaraya', 'viral', 'uninstallwhatsapp', 'twitter', 'beritaviral', 'beritaterkini', 'beritajakarta']	[]	https://twitter.com/RF71_Story/status/1354183167867985923	False		0								[]				
1354181778085351428	1354181778085351428	2021-01-27 04:37:50 WIB	2021-01-27	04:37:50	+0700	1014508884013150208	rf71_story	Ryan Ferdiansyah		Micronews1 UPDATE !  AYO BURUAN DAFTAR NANTI KETINGGALAN NANGIS !  Baca:  https://t.co/dM1Ten4I1J  #Indonesia #beritaViral #BeritaTerkini #indonesiaviral #BantuanPemerintah #UninstallWhatsapp #Viral #Covid_19	in	[]	['http://micronews1.blogspot.com/2021/01/blt-bpjs-ketenagakerjaan-rp12-juta-2021.html']	[]	0	0	0	['indonesia', 'beritaviral', 'beritaterkini', 'indonesiaviral', 'bantuanpemerintah', 'uninstallwhatsapp', 'viral', 'covid_19']	[]	https://twitter.com/RF71_Story/status/1354181778085351428	False		0								[]				
1354100586862567427	1354100586862567427	2021-01-26 23:15:12 WIB	2021-01-26	23:15:12	+0700	1259529290124853248	digitalsiris	iris digitals		2 easiest Tricks To Record Whatsapp Voice Call #WhatsApp #gbwhatsapp #zoomcodes #UninstallWhatsapp #callrecording #recovery #DataDealOfTheDay   https://t.co/TqG1dtK3Vp	en	[]	['https://www.kirtithakkar.com/technology/how-to-record-whatsapp-voice-call/']	[]	0	0	0	['whatsapp', 'gbwhatsapp', 'zoomcodes', 'uninstallwhatsapp', 'callrecording', 'recovery', 'datadealoftheday']	[]	https://twitter.com/DigitalsIris/status/1354100586862567427	False		0								[]				
1354067304422621186	1353185969000697857	2021-01-26 21:02:57 WIB	2021-01-26	21:02:57	+0700	204743810	ponanggroe	Muhammad Zoebir Ilyas		@samsul_ibr Kalo pak Samsul gimana? Ikut #UninstallWhatsapp ?	in	[]	[]	[]	0	0	0	['uninstallwhatsapp']	[]	https://twitter.com/PoNanggroe/status/1354067304422621186	False		0								[{'screen_name': 'samsul_ibr', 'name': 'Samsul B Ibrahim', 'id': '268621599'}]				
1354060896998363137	1354060896998363137	2021-01-26 20:37:29 WIB	2021-01-26	20:37:29	+0700	1322580794150322179	gaa_mk	Kentang		dan pura pura gatau apa apa tapi sebenernya udah tau cuma gara gara ga pengen situasi jadi berantakan tuh emang paling bener. #Sad #UninstallWhatsapp	in	[]	[]	[]	1	0	1	['sad', 'uninstallwhatsapp']	[]	https://twitter.com/gaa_Mk/status/1354060896998363137	False		0								[]				
1354036112453365765	1354036112453365765	2021-01-26 18:59:00 WIB	2021-01-26	18:59:00	+0700	526215461	dan_hardyans	Ⓞⓝ Ⓣⓗⓔ Ⓦⓐⓨ		#TangkapPelakuRasis #UninstallWhatsapp  https://t.co/1GmCvVZDb0	und	[]	[]	['https://pbs.twimg.com/media/EsqAqbpUYAEj6PQ.jpg']	0	1	1	['tangkappelakurasis', 'uninstallwhatsapp']	[]	https://twitter.com/dan_hardyans/status/1354036112453365765	False		1	https://pbs.twimg.com/media/EsqAqbpUYAEj6PQ.jpg							[]				
1354025020666699778	1354025020666699778	2021-01-26 18:14:56 WIB	2021-01-26	18:14:56	+0700	1204345653951774725	celotehechal	CelotehEchal		Tidak hanya sekedar jadi bagian estetika seni melukis tubuh , bagi gua tattoo adalah cara gua 'HIDUP' yg mengubah banyak hal dari hidup gua &amp; tattoo juga gua anggap satu-satunya media yg bisa mengekpresikan siapa gua dalam perspectif seni #UninstallWhatsapp #OrenLagiOrenLagi  https://t.co/MKHOxJZ2vH	in	[]	[]	[]	0	0	1	['uninstallwhatsapp', 'orenlagiorenlagi']	[]	https://twitter.com/celotehechal/status/1354025020666699778	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1354024921857286145/pu/img/11zQugaZbgKOgJ1_.jpg							[]				
1354001335461376002	1354001335461376002	2021-01-26 16:40:49 WIB	2021-01-26	16:40:49	+0700	1353995026041200642	kautsar0924	™®kautsar®™		Hastag Be Like Before: #UninstallWhatsapp  After: #UninstallMybeb  https://t.co/D7vZu6U28A	en	[]	[]	['https://pbs.twimg.com/media/EsphCEEU4AAh8-A.jpg']	0	0	1	['uninstallwhatsapp', 'uninstallmybeb']	[]	https://twitter.com/kautsar0924/status/1354001335461376002	False		1	https://pbs.twimg.com/media/EsphCEEU4AAh8-A.jpg							[]				
1354000758329364480	1354000758329364480	2021-01-26 16:38:31 WIB	2021-01-26	16:38:31	+0700	1353995026041200642	kautsar0924	™®kautsar®™		Parah Sih Mybeb Hastag Be like Dulu: #UninstallWhatsapp  Sekarang: #UninstallMybeb  https://t.co/7G599KMUxH	in	[]	[]	['https://pbs.twimg.com/media/EspggakUcAEoQOr.jpg']	0	0	0	['uninstallwhatsapp', 'uninstallmybeb']	[]	https://twitter.com/kautsar0924/status/1354000758329364480	False		1	https://pbs.twimg.com/media/EspggakUcAEoQOr.jpg							[]				
